zone_name,country_code,abbreviation,time_start,gmt_offset,dst
America/Chicago,US,CDT,-652896000,-18000,1
America/Chicago,US,CST,-639594000,-21600,0
America/Chicago,US,CDT,-620841600,-18000,1
America/Chicago,US,CST,-608144400,-21600,0
America/Chicago,US,CDT,-589392000,-18000,1
America/Chicago,US,CST,-576090000,-21600,0
America/Chicago,US,CDT,-557942400,-18000,1
America/Chicago,US,CST,-544640400,-21600,0
America/Chicago,US,CDT,-526492800,-18000,1
America/Chicago,US,CST,-513190800,-21600,0
America/Chicago,US,CDT,-495043200,-18000,1
America/Chicago,US,CST,-481741200,-21600,0
America/Chicago,US,CDT,-463593600,-18000,1
America/Chicago,US,CST,-447267600,-21600,0
America/Chicago,US,CDT,-431539200,-18000,1
America/Chicago,US,CST,-415818000,-21600,0
America/Chicago,US,CDT,-400089600,-18000,1
America/Chicago,US,CST,-384368400,-21600,0
America/Chicago,US,CDT,-368640000,-18000,1
America/Chicago,US,CST,-352918800,-21600,0
America/Chicago,US,CDT,-337190400,-18000,1
America/Chicago,US,CST,-321469200,-21600,0
America/Chicago,US,CDT,-305740800,-18000,1
America/Chicago,US,CST,-289414800,-21600,0
America/Chicago,US,CDT,-273686400,-18000,1
America/Chicago,US,CST,-257965200,-21600,0
America/Chicago,US,CDT,-242236800,-18000,1
America/Chicago,US,CST,-226515600,-21600,0
America/Chicago,US,CDT,-210787200,-18000,1
America/Chicago,US,CST,-195066000,-21600,0
America/Chicago,US,CDT,-179337600,-18000,1
America/Chicago,US,CST,-163616400,-21600,0
America/Chicago,US,CDT,-147888000,-18000,1
America/Chicago,US,CST,-131562000,-21600,0
America/Chicago,US,CDT,-116438400,-18000,1
America/Chicago,US,CST,-100112400,-21600,0
America/Chicago,US,CDT,-84384000,-18000,1
America/Chicago,US,CST,-68662800,-21600,0
America/Chicago,US,CDT,-52934400,-18000,1
America/Chicago,US,CST,-37213200,-21600,0
America/Chicago,US,CDT,-21484800,-18000,1
America/Chicago,US,CST,-5763600,-21600,0
America/Chicago,US,CDT,9964800,-18000,1
America/Chicago,US,CST,25686000,-21600,0
America/Chicago,US,CDT,41414400,-18000,1
America/Chicago,US,CST,57740400,-21600,0
America/Chicago,US,CDT,73468800,-18000,1
America/Chicago,US,CST,89190000,-21600,0
America/Chicago,US,CDT,104918400,-18000,1
America/Chicago,US,CST,120639600,-21600,0
America/Chicago,US,CDT,126691200,-18000,1
America/Chicago,US,CST,152089200,-21600,0
America/Chicago,US,CDT,162374400,-18000,1
America/Chicago,US,CST,183538800,-21600,0
America/Chicago,US,CDT,199267200,-18000,1
America/Chicago,US,CST,215593200,-21600,0
America/Chicago,US,CDT,230716800,-18000,1
America/Chicago,US,CST,247042800,-21600,0
America/Chicago,US,CDT,262771200,-18000,1
America/Chicago,US,CST,278492400,-21600,0
America/Chicago,US,CDT,294220800,-18000,1
America/Chicago,US,CST,309942000,-21600,0
America/Chicago,US,CDT,325670400,-18000,1
America/Chicago,US,CST,341391600,-21600,0
America/Chicago,US,CDT,357120000,-18000,1
America/Chicago,US,CST,372841200,-21600,0
America/Chicago,US,CDT,388569600,-18000,1
America/Chicago,US,CST,404895600,-21600,0
America/Chicago,US,CDT,420019200,-18000,1
America/Chicago,US,CST,436345200,-21600,0
America/Chicago,US,CDT,452073600,-18000,1
America/Chicago,US,CST,467794800,-21600,0
America/Chicago,US,CDT,483523200,-18000,1
America/Chicago,US,CST,499244400,-21600,0
America/Chicago,US,CDT,514972800,-18000,1
America/Chicago,US,CST,530694000,-21600,0
America/Chicago,US,CDT,544608000,-18000,1
America/Chicago,US,CST,562143600,-21600,0
America/Chicago,US,CDT,576057600,-18000,1
America/Chicago,US,CST,594198000,-21600,0
America/Chicago,US,CDT,607507200,-18000,1
America/Chicago,US,CST,625647600,-21600,0
America/Chicago,US,CDT,638956800,-18000,1
America/Chicago,US,CST,657097200,-21600,0
America/Chicago,US,CDT,671011200,-18000,1
America/Chicago,US,CST,688546800,-21600,0
America/Chicago,US,CDT,702460800,-18000,1
America/Chicago,US,CST,719996400,-21600,0
America/Chicago,US,CDT,733910400,-18000,1
America/Chicago,US,CST,752050800,-21600,0
America/Chicago,US,CDT,765360000,-18000,1
America/Chicago,US,CST,783500400,-21600,0
America/Chicago,US,CDT,796809600,-18000,1
America/Chicago,US,CST,814950000,-21600,0
America/Chicago,US,CDT,828864000,-18000,1
America/Chicago,US,CST,846399600,-21600,0
America/Chicago,US,CDT,860313600,-18000,1
America/Chicago,US,CST,877849200,-21600,0
America/Chicago,US,CDT,891763200,-18000,1
America/Chicago,US,CST,909298800,-21600,0
America/Chicago,US,CDT,923212800,-18000,1
America/Chicago,US,CST,941353200,-21600,0
America/Chicago,US,CDT,954662400,-18000,1
America/Chicago,US,CST,972802800,-21600,0
America/Chicago,US,CDT,986112000,-18000,1
America/Chicago,US,CST,1004252400,-21600,0
America/Chicago,US,CDT,1018166400,-18000,1
America/Chicago,US,CST,1035702000,-21600,0
America/Chicago,US,CDT,1049616000,-18000,1
America/Chicago,US,CST,1067151600,-21600,0
America/Chicago,US,CDT,1081065600,-18000,1
America/Chicago,US,CST,1099206000,-21600,0
America/Chicago,US,CDT,1112515200,-18000,1
America/Chicago,US,CST,1130655600,-21600,0
America/Chicago,US,CDT,1143964800,-18000,1
America/Chicago,US,CST,1162105200,-21600,0
America/Chicago,US,CDT,1173600000,-18000,1
America/Chicago,US,CST,1194159600,-21600,0
America/Chicago,US,CDT,1205049600,-18000,1
America/Chicago,US,CST,1225609200,-21600,0
America/Chicago,US,CDT,1236499200,-18000,1
America/Chicago,US,CST,1257058800,-21600,0
America/Chicago,US,CDT,1268553600,-18000,1
America/Chicago,US,CST,1289113200,-21600,0
America/Chicago,US,CDT,1300003200,-18000,1
America/Chicago,US,CST,1320562800,-21600,0
